,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
6366,0,3105.35094,0,1,4,1,1,97234.0,2,1,78.0,13.0,39.0,0.0,1.0,2,2,3,0,317.982567,4,3
6367,4,4893.979609,0,0,4,4,2,25572.0,0,2,65.0,0.0,30.0,0.0,3.0,2,2,1,2,312.0,4,0
6368,0,10208.927609999999,1,1,0,1,1,35482.0,0,2,129.0,21.0,59.0,0.0,3.0,2,0,4,0,619.2,3,0
6369,1,8954.434101,0,2,0,1,2,34614.0,0,2,114.0,6.0,9.0,0.0,3.0,2,2,1,0,547.2,4,1
6370,0,4236.468669,0,2,3,1,1,59038.0,0,2,105.0,0.0,31.0,0.0,1.0,2,4,4,2,588.265049,5,0
6371,0,5234.780561,0,0,4,2,2,0.0,0,1,73.0,7.0,60.0,0.0,3.0,2,2,4,2,794.874636,5,1
6372,1,3939.0063700000005,1,1,3,1,1,60021.0,0,2,99.0,12.0,28.0,0.0,1.0,2,2,3,2,882.8719449999999,4,1
6373,0,8396.605358,0,0,3,1,1,47593.0,2,1,72.0,33.0,52.0,0.0,2.0,2,0,4,3,344.137073,4,0
6374,1,2141.979314,0,0,3,2,2,0.0,0,1,67.0,3.0,79.0,1.0,1.0,2,2,2,4,321.6,4,0
6375,0,6185.9699,0,1,0,3,2,28001.0,0,2,83.0,15.0,42.0,0.0,5.0,2,2,1,2,438.77853700000003,5,3
6376,1,9640.532979000001,0,1,3,1,1,30431.0,1,2,122.0,6.0,16.0,0.0,3.0,3,7,1,3,133.4674,3,1
6377,1,4241.636538000001,0,0,2,5,2,19834.0,0,3,64.0,26.0,8.0,4.0,8.0,2,2,4,2,460.8,4,1
6378,1,3436.448003,0,1,0,1,1,30509.0,0,1,88.0,15.0,76.0,0.0,1.0,2,4,4,0,442.964578,4,0
6379,3,4897.979559,0,0,4,1,1,30503.0,2,2,63.0,32.0,57.0,3.0,5.0,3,8,4,3,257.923563,5,0
6380,0,17788.05705,0,1,1,1,2,73339.0,1,3,89.0,34.0,13.0,0.0,2.0,2,2,3,2,17.558721,4,0
6381,0,3268.323585,0,1,0,2,1,0.0,0,1,93.0,9.0,35.0,0.0,1.0,2,4,2,0,549.1010269999999,5,0
6382,3,2819.1147690000003,0,0,4,1,1,88067.0,0,2,70.0,19.0,59.0,0.0,1.0,2,2,3,0,336.0,4,1
6383,0,7019.177186,1,0,0,3,2,26806.0,0,2,63.0,32.0,19.0,0.0,2.0,3,8,4,2,302.4,4,0
6384,0,4108.257228,0,0,4,2,2,0.0,0,1,114.0,7.0,90.0,0.0,1.0,2,2,4,4,820.8,3,3
6385,1,2195.911185,0,0,4,2,1,0.0,0,1,63.0,27.0,47.0,0.0,1.0,3,8,3,0,617.201984,5,1
6386,0,3808.122147,1,1,0,1,1,94903.0,0,2,94.0,3.0,38.0,0.0,1.0,2,0,3,2,451.2,5,1
6387,3,23435.72605,0,0,4,1,1,42862.0,2,2,65.0,34.0,29.0,0.0,2.0,2,2,1,2,254.22349599999998,4,0
6388,0,6739.316292,0,1,4,2,2,0.0,0,1,96.0,16.0,43.0,0.0,7.0,2,2,4,2,1012.0301630000001,4,1
6389,1,23554.392000000003,0,0,4,1,2,31157.0,2,2,100.0,23.0,49.0,0.0,2.0,2,2,3,0,444.530425,3,0
6390,1,2874.074736,0,0,1,1,2,44084.0,2,2,72.0,26.0,87.0,0.0,1.0,2,4,1,2,243.598068,4,3
6391,2,6135.0838380000005,0,1,2,1,1,43579.0,0,1,77.0,12.0,17.0,0.0,8.0,2,4,4,2,452.095421,5,1
6392,0,6900.951275,0,1,4,2,1,0.0,2,2,92.0,27.0,50.0,0.0,7.0,2,2,3,0,428.06446500000004,5,0
6393,2,4524.642758,0,0,4,2,1,0.0,0,1,65.0,30.0,59.0,2.0,3.0,2,2,4,2,490.113784,4,1
6394,3,2560.0824989999996,0,0,1,1,1,88059.0,1,2,63.0,15.0,98.0,0.0,1.0,2,0,2,3,144.551024,4,1
6395,3,2333.6093339999998,0,0,3,4,2,25772.0,0,3,64.0,13.0,52.0,0.0,1.0,2,4,4,3,307.2,4,3
6396,3,5783.175676,0,0,0,1,2,72354.0,1,3,73.0,9.0,10.0,0.0,8.0,2,2,4,2,13.949992000000002,4,0
6397,0,13295.602840000001,0,0,4,1,1,68009.0,0,3,110.0,1.0,2.0,0.0,2.0,2,0,4,3,528.0,3,0
6398,3,3700.4202549999995,0,1,3,5,1,12287.0,0,1,99.0,11.0,49.0,0.0,1.0,2,2,3,3,712.8,4,1
6399,4,6488.89559,0,1,3,1,1,95025.0,2,3,81.0,15.0,12.0,0.0,8.0,2,2,3,3,271.968707,4,0
6400,2,7693.1197680000005,0,1,0,1,1,54665.0,1,2,97.0,0.0,60.0,1.0,3.0,2,2,1,2,99.810799,4,0
6401,2,2630.213326,0,0,0,1,2,80129.0,1,2,66.0,6.0,70.0,0.0,1.0,2,0,2,0,165.243007,4,0
6402,0,2287.91729,0,0,3,1,1,69024.0,2,2,61.0,27.0,32.0,5.0,1.0,2,4,3,4,238.53074500000002,4,0
6403,0,4648.539191,0,1,3,2,1,0.0,0,2,121.0,11.0,10.0,0.0,1.0,2,0,1,3,1080.559002,3,0
6404,2,9209.41167,0,0,4,1,1,31365.0,0,2,115.0,1.0,12.0,0.0,7.0,1,5,4,3,828.0,3,0
6405,0,9269.677845,0,0,4,5,2,27849.0,0,2,119.0,24.0,94.0,0.0,3.0,2,4,4,4,571.2,2,1
6406,1,15002.60308,0,1,4,4,1,19245.0,0,1,84.0,5.0,61.0,1.0,2.0,2,2,3,2,604.8,4,1
6407,0,8427.172486,1,1,3,1,1,46503.0,0,3,215.0,4.0,21.0,1.0,1.0,2,2,4,2,1032.0,1,0
6408,0,3011.766294,0,1,0,1,2,77912.0,0,3,76.0,5.0,40.0,0.0,1.0,2,2,2,2,444.027215,5,1
6409,3,12898.59142,0,2,3,1,2,37449.0,1,2,111.0,18.0,69.0,1.0,2.0,2,2,1,0,170.559281,4,0
6410,0,12168.744920000001,1,0,3,3,2,14973.0,0,3,115.0,2.0,75.0,0.0,2.0,2,2,4,0,828.0,3,0
6411,3,5551.589436,0,0,0,1,2,46043.0,0,2,70.0,22.0,59.0,0.0,7.0,2,4,4,2,336.0,4,0
6412,0,4541.26342,0,0,4,2,1,0.0,0,3,65.0,15.0,85.0,2.0,4.0,1,9,4,2,312.0,4,0
6413,0,3096.511217,1,1,0,1,1,21604.0,0,3,79.0,14.0,28.0,0.0,1.0,3,3,4,0,379.2,4,0
6414,4,2359.4235989999997,1,0,3,4,1,19864.0,0,3,63.0,22.0,96.0,0.0,1.0,2,2,4,4,352.394515,4,0
6415,1,2468.4431010000003,0,0,3,1,2,65876.0,1,2,63.0,1.0,52.0,1.0,1.0,2,4,3,2,44.359382000000004,5,0
6416,0,25640.24004,0,2,3,4,1,24695.0,0,2,168.0,5.0,83.0,0.0,2.0,3,3,4,2,806.4,3,0
6417,0,3567.5037549999997,1,0,3,2,2,0.0,0,2,102.0,28.0,11.0,0.0,1.0,2,4,3,2,660.4304559999999,3,0
6418,0,6019.92547,0,1,3,1,2,68658.0,2,1,77.0,7.0,60.0,0.0,8.0,2,0,3,0,296.26140499999997,5,0
6419,2,7258.634662,0,0,0,1,2,88082.0,2,2,61.0,10.0,45.0,1.0,2.0,2,0,2,0,218.779614,5,0
6420,1,9111.75642,0,0,3,1,1,54751.0,0,2,114.0,6.0,50.0,0.0,3.0,2,2,1,2,721.241935,3,0
6421,0,6369.262355,1,1,4,1,2,34498.0,0,1,83.0,30.0,72.0,0.0,7.0,2,2,3,0,398.4,5,1
6422,0,4425.749642,0,0,0,1,2,63597.0,1,2,114.0,10.0,31.0,2.0,1.0,2,2,3,0,183.978738,3,0
6423,1,4950.250892,0,0,4,1,1,27400.0,0,2,63.0,14.0,78.0,1.0,9.0,2,0,1,2,302.4,4,0
6424,1,4837.926404,0,0,4,2,1,0.0,0,1,65.0,6.0,89.0,0.0,3.0,2,2,4,4,468.0,4,0
6425,4,3891.537785,0,0,0,1,2,31409.0,1,2,100.0,14.0,39.0,0.0,1.0,3,3,2,2,116.163,3,0
6426,1,4872.01638,0,0,2,2,2,0.0,0,2,64.0,1.0,7.0,0.0,7.0,2,4,4,2,307.2,4,0
6427,2,5310.905647,0,0,4,1,1,73102.0,1,2,66.0,35.0,46.0,0.0,4.0,3,8,3,0,117.928547,4,1
6428,1,8704.278179,0,0,3,1,2,38072.0,1,2,113.0,10.0,36.0,1.0,3.0,2,2,4,0,151.055863,3,0
6429,2,2698.010741,0,0,4,1,2,95399.0,1,2,68.0,1.0,36.0,1.0,1.0,2,4,2,0,78.003781,5,0
6430,0,8360.14874,0,0,4,1,2,48521.0,1,2,105.0,9.0,89.0,0.0,7.0,2,2,3,0,263.82569,2,0
6431,0,5316.644499,0,0,3,1,1,45856.0,1,3,67.0,15.0,57.0,0.0,3.0,2,4,4,3,91.735354,5,1
6432,2,3733.0346219999997,0,1,0,1,1,21542.0,0,1,97.0,13.0,21.0,0.0,1.0,2,4,3,2,465.6,4,0
6433,3,5407.745153,0,0,3,4,1,22555.0,0,2,70.0,1.0,62.0,0.0,3.0,2,0,4,2,336.0,5,0
6434,0,5297.673655,0,0,3,1,1,33832.0,0,2,67.0,22.0,47.0,1.0,9.0,3,8,1,0,321.6,4,1
6435,1,3873.647046,1,0,0,3,2,28142.0,0,2,105.0,18.0,50.0,0.0,1.0,2,2,3,2,701.7082389999999,2,0
6436,1,6508.759916,0,1,3,1,2,60188.0,2,2,84.0,15.0,49.0,3.0,4.0,2,2,4,2,333.423827,4,0
6437,2,4834.397454999999,0,0,3,4,2,11698.0,0,2,65.0,4.0,38.0,0.0,3.0,2,4,3,0,468.0,4,3
6438,2,2927.2162780000003,0,0,2,1,1,76850.0,0,2,72.0,8.0,84.0,0.0,1.0,2,2,4,2,345.6,4,0
6439,0,5924.667902,0,0,4,1,2,78387.0,2,2,74.0,5.0,1.0,0.0,6.0,3,8,3,2,204.090644,4,0
6440,1,15262.95878,0,1,3,1,2,80757.0,2,2,128.0,9.0,14.0,0.0,2.0,2,0,3,2,339.73717,3,0
6441,0,2541.627614,0,0,2,1,1,23692.0,0,2,65.0,26.0,27.0,2.0,1.0,2,2,1,2,312.0,5,0
6442,1,4904.894731,1,1,0,3,1,12902.0,0,3,139.0,3.0,51.0,0.0,1.0,2,2,4,2,667.2,2,0
6443,2,2434.004911,0,0,3,1,1,23033.0,0,2,62.0,5.0,9.0,0.0,1.0,2,2,1,4,500.908028,5,1
6444,0,5586.9653450000005,0,0,0,4,1,19280.0,0,2,72.0,4.0,39.0,0.0,6.0,2,2,4,0,345.6,4,0
6445,2,26197.41498,1,0,4,4,1,18495.0,0,2,113.0,10.0,15.0,0.0,2.0,3,3,4,0,542.4,3,3
6446,0,2609.8778420000003,0,0,4,1,2,30825.0,0,1,68.0,15.0,21.0,0.0,1.0,2,0,1,4,326.4,4,1
6447,0,3265.156348,1,1,3,1,1,25820.0,0,3,82.0,10.0,69.0,0.0,1.0,2,2,4,2,393.6,4,0
6448,0,17435.681669999998,0,0,3,1,1,54105.0,0,2,73.0,22.0,15.0,2.0,2.0,2,2,3,4,350.4,5,0
6449,1,9080.604474,0,0,4,1,2,69853.0,1,2,114.0,15.0,42.0,2.0,3.0,2,0,4,3,244.278662,3,0
6450,1,4637.034667,0,2,3,1,2,97017.0,2,2,115.0,33.0,60.0,1.0,1.0,2,4,1,2,534.079032,5,0
6451,1,2615.3044670000004,0,0,3,1,1,24914.0,1,2,66.0,6.0,90.0,0.0,1.0,2,2,3,4,138.729702,4,0
6452,1,7019.177186,1,0,0,3,2,26806.0,0,2,63.0,32.0,19.0,0.0,2.0,2,2,4,2,302.4,4,0
6453,0,12052.98409,0,2,4,1,1,25419.0,0,2,101.0,13.0,18.0,0.0,2.0,2,4,3,3,584.567645,4,0
6454,0,2647.519741,1,0,0,1,2,37876.0,2,1,69.0,13.0,15.0,0.0,1.0,2,2,3,2,300.056383,4,0
6455,2,15956.02945,0,1,4,1,2,36354.0,0,2,202.0,34.0,28.0,0.0,9.0,3,3,1,2,1454.4,1,1
6456,4,5039.389325,0,0,3,2,1,0.0,0,1,74.0,3.0,10.0,0.0,4.0,2,2,1,3,355.2,4,3
6457,1,5583.830065,0,0,0,1,1,32403.0,1,2,71.0,31.0,47.0,0.0,9.0,3,3,4,2,97.410282,4,0
6458,1,5074.841142,0,0,4,1,2,51659.0,0,2,64.0,19.0,37.0,0.0,3.0,2,4,3,2,307.2,4,0
6459,1,12045.672859999999,0,1,3,1,1,55805.0,2,2,99.0,16.0,30.0,0.0,2.0,2,2,4,0,425.527151,4,0
6460,4,2727.0824239999997,0,0,3,1,1,29286.0,0,2,69.0,5.0,20.0,1.0,1.0,2,2,3,3,496.8,4,1
6461,0,55277.445889999995,0,0,4,1,1,40740.0,0,1,198.0,19.0,60.0,0.0,2.0,2,4,4,4,950.4,1,3
6462,1,5080.239729999999,0,0,3,1,2,70784.0,1,2,64.0,0.0,93.0,0.0,7.0,1,9,3,0,107.928851,4,0
6463,2,5838.133617,0,0,0,1,1,55419.0,1,2,72.0,31.0,45.0,0.0,9.0,2,4,4,4,171.166733,4,0
6464,1,27666.300519999997,0,1,4,1,1,61886.0,0,3,87.0,3.0,49.0,0.0,2.0,2,2,3,0,417.6,5,1
6465,2,2676.948677,0,0,2,2,2,0.0,0,2,71.0,17.0,6.0,0.0,1.0,3,8,2,0,340.8,4,0
6466,0,5330.593183,0,1,4,1,2,84240.0,0,3,132.0,10.0,51.0,0.0,1.0,2,2,1,0,633.6,3,3
6467,1,6305.925101,0,0,4,2,2,0.0,0,1,65.0,3.0,91.0,2.0,2.0,2,0,4,4,468.0,5,1
6468,0,4746.759537,0,2,0,1,1,54050.0,0,2,119.0,5.0,15.0,0.0,1.0,2,4,1,3,571.2,5,3
6469,3,3423.973171,0,1,0,4,1,29958.0,0,2,90.0,8.0,77.0,0.0,1.0,2,2,2,0,432.0,4,0
6470,1,6610.048274,0,1,2,1,1,23616.0,2,2,83.0,8.0,68.0,0.0,7.0,1,5,1,4,229.620398,5,0
6471,0,8044.872393000001,1,0,3,1,2,71391.0,2,2,67.0,29.0,39.0,0.0,2.0,2,2,3,2,284.000172,4,0
6472,3,4314.174392,0,0,4,1,2,33488.0,2,2,110.0,7.0,61.0,0.0,1.0,2,0,3,0,316.876671,3,0
6473,2,6715.2942840000005,0,1,4,2,2,0.0,0,2,92.0,4.0,64.0,0.0,9.0,2,2,3,4,441.6,5,0
6474,2,17646.72772,0,0,0,1,1,36900.0,1,1,61.0,21.0,28.0,3.0,2.0,3,8,4,0,109.29151599999999,5,3
6475,4,41855.17315,0,1,4,1,2,28311.0,0,2,134.0,7.0,70.0,0.0,2.0,2,2,2,0,643.2,3,0
6476,0,6620.444259000001,0,1,4,1,2,25075.0,0,1,86.0,0.0,25.0,0.0,3.0,2,2,2,2,412.8,4,0
6477,2,4078.290374,0,2,3,1,2,57031.0,1,2,104.0,16.0,10.0,1.0,1.0,2,0,4,2,13.810251000000001,4,0
6478,0,8382.478392,1,0,3,1,2,25998.0,0,2,71.0,16.0,38.0,0.0,2.0,2,2,3,3,791.8780419999999,4,0
6479,0,4807.002259000001,0,0,0,2,1,0.0,0,1,69.0,4.0,69.0,0.0,9.0,2,4,4,2,496.8,4,0
6480,0,4858.116042000001,0,1,0,1,1,21685.0,0,1,127.0,0.0,70.0,0.0,1.0,3,8,3,4,609.6,2,3
6481,1,7240.662339,0,1,3,1,2,32818.0,0,2,93.0,17.0,39.0,0.0,8.0,2,0,3,3,446.4,4,0
6482,0,2736.53263,0,0,3,1,2,39492.0,0,2,68.0,12.0,9.0,0.0,1.0,3,8,4,2,326.4,4,0
6483,1,26197.41498,1,0,4,4,1,18495.0,0,2,113.0,10.0,15.0,0.0,2.0,2,2,4,0,542.4,3,3
6484,1,2336.2866329999997,0,0,0,4,1,21564.0,1,2,61.0,11.0,61.0,0.0,1.0,3,8,3,3,49.014821999999995,5,3
6485,2,2254.9317079999996,0,0,3,2,1,0.0,0,1,65.0,0.0,51.0,0.0,1.0,3,8,1,2,312.0,4,3
6486,1,6376.7549149999995,0,1,3,1,2,27835.0,0,3,81.0,18.0,46.0,0.0,3.0,2,0,4,0,529.45565,5,0
6487,4,2941.828805,0,0,3,1,1,64431.0,1,3,74.0,19.0,49.0,0.0,1.0,2,4,3,0,48.181699,4,0
6488,2,6199.962422,0,1,0,2,1,0.0,0,1,84.0,31.0,61.0,0.0,3.0,2,2,4,2,604.8,5,1
6489,3,6846.150323000001,1,1,3,2,1,0.0,0,3,95.0,13.0,20.0,0.0,5.0,2,4,4,3,456.0,5,3
6490,4,14032.59376,0,0,2,2,2,0.0,0,2,191.0,14.0,94.0,1.0,8.0,3,8,3,4,916.8,6,0
6491,0,17569.15979,0,0,0,1,2,41463.0,0,2,74.0,2.0,78.0,0.0,2.0,1,9,3,4,355.2,4,0
6492,0,2448.859093,0,0,4,2,2,0.0,0,1,68.0,35.0,52.0,0.0,1.0,2,4,1,0,489.6,4,0
6493,2,3857.7707450000003,0,0,4,2,2,0.0,0,1,110.0,20.0,62.0,0.0,1.0,3,8,4,4,792.0,2,0
6494,2,4558.972934,0,0,0,1,2,37709.0,0,2,116.0,19.0,39.0,0.0,1.0,3,3,3,3,556.8,3,0
6495,3,16710.83929,0,1,1,1,1,73049.0,1,1,139.0,3.0,42.0,0.0,2.0,2,2,4,0,284.43696,3,0
6496,4,3554.845264,1,1,2,1,1,58557.0,1,2,88.0,4.0,83.0,0.0,1.0,2,4,4,0,55.510526,4,3
6497,2,4671.4166829999995,0,0,4,2,1,0.0,0,1,66.0,7.0,66.0,0.0,9.0,2,2,3,3,475.2,4,0
6498,2,2909.547713,0,0,4,1,1,88944.0,1,1,72.0,24.0,36.0,0.0,1.0,2,2,3,0,113.805875,4,0
6499,3,13411.311020000001,0,0,2,1,1,26140.0,1,2,112.0,11.0,50.0,0.0,2.0,2,2,3,2,229.70752000000002,3,0
6500,2,4574.924641,0,0,2,1,2,32906.0,0,1,115.0,18.0,17.0,0.0,1.0,2,2,4,0,552.0,3,0
6501,1,2771.0450309999997,1,0,0,1,1,50071.0,1,1,71.0,3.0,32.0,0.0,1.0,2,4,3,2,18.918935,5,0
6502,0,8038.949651999999,0,2,0,1,2,71982.0,0,1,103.0,29.0,37.0,0.0,4.0,3,3,1,3,494.4,4,1
6503,0,5143.647642,0,0,0,1,2,58443.0,0,2,65.0,24.0,71.0,0.0,6.0,2,2,1,2,312.0,4,1
6504,0,5032.3863710000005,0,0,3,1,2,30735.0,0,2,63.0,4.0,43.0,0.0,7.0,2,2,4,2,307.080113,5,1
6505,2,26197.41498,1,0,4,4,1,18495.0,0,2,113.0,10.0,15.0,0.0,2.0,2,4,4,0,542.4,3,3
6506,3,4894.986713,0,0,4,1,1,67436.0,0,2,61.0,6.0,28.0,0.0,4.0,2,4,3,4,292.8,4,0
6507,4,3193.459822,0,1,2,1,2,52653.0,2,1,81.0,19.0,42.0,0.0,1.0,2,4,3,0,230.300308,5,0
6508,1,5096.673223,1,0,2,4,1,22886.0,0,3,65.0,9.0,81.0,0.0,3.0,2,2,4,2,312.0,4,1
6509,2,7706.956034999999,0,0,0,2,1,0.0,0,1,73.0,3.0,33.0,0.0,2.0,2,0,4,0,350.4,4,0
6510,0,3339.299496,0,1,3,1,1,38821.0,0,1,87.0,14.0,64.0,0.0,1.0,2,2,4,2,488.84232000000003,5,1
6511,3,9575.357151999999,0,1,0,2,2,0.0,0,2,134.0,13.0,11.0,0.0,6.0,2,4,1,2,643.2,3,0
6512,0,3557.1961380000002,0,1,0,1,1,39075.0,1,2,89.0,22.0,50.0,0.0,1.0,2,4,4,3,142.415244,5,0
6513,2,3587.359906,0,1,4,4,2,16049.0,0,2,93.0,3.0,8.0,0.0,1.0,2,4,3,3,446.4,4,3
6514,0,2360.601748,0,0,4,2,1,0.0,0,1,65.0,14.0,5.0,0.0,1.0,3,8,4,4,468.0,4,1
6515,3,3023.887488,0,1,1,4,2,28383.0,2,1,81.0,11.0,20.0,0.0,1.0,2,4,4,0,258.109435,4,0
6516,0,10926.69497,0,2,4,1,2,29418.0,0,2,274.0,23.0,31.0,0.0,1.0,2,4,2,2,1972.8,1,0
6517,1,5325.724541,1,0,4,2,2,0.0,0,2,73.0,17.0,44.0,0.0,7.0,2,0,3,3,496.474767,5,0
6518,2,9915.90229,0,1,3,1,2,30604.0,0,3,131.0,35.0,76.0,2.0,3.0,3,8,3,2,984.170299,3,0
6519,2,5017.610845,0,0,0,1,1,91804.0,0,2,62.0,18.0,32.0,0.0,9.0,1,9,3,2,388.80286,4,3
6520,0,8625.836992,0,0,4,1,1,50446.0,0,2,74.0,28.0,50.0,4.0,2.0,2,0,2,4,355.2,4,0
6521,1,8432.519368000001,0,0,0,1,2,87728.0,2,3,70.0,24.0,65.0,0.0,2.0,2,2,3,4,201.589875,4,0
6522,1,2642.932059,0,0,0,1,2,58729.0,1,2,68.0,2.0,67.0,2.0,1.0,3,8,4,4,94.845076,4,0
6523,2,3097.915845,0,1,3,2,1,0.0,0,1,89.0,16.0,59.0,0.0,1.0,2,4,1,4,427.2,4,0
6524,0,19837.305480000003,0,0,2,2,1,0.0,0,2,67.0,22.0,0.0,1.0,2.0,2,0,4,0,321.6,4,0
6525,2,2869.7438829999996,0,0,3,1,2,21234.0,0,2,73.0,8.0,23.0,0.0,1.0,2,2,3,2,378.333708,4,0
6526,0,4927.068115,0,0,3,2,2,0.0,0,1,73.0,30.0,29.0,0.0,3.0,2,0,4,2,751.9270190000001,4,1
6527,1,4285.575678,0,0,0,1,2,47823.0,0,2,108.0,26.0,71.0,0.0,1.0,2,2,3,2,518.4,2,0
6528,2,8874.551335,0,0,4,1,1,84731.0,1,2,110.0,11.0,32.0,1.0,7.0,2,0,4,2,226.738219,3,0
6529,1,2578.835541,0,0,4,1,1,59974.0,1,3,65.0,23.0,5.0,0.0,1.0,3,8,2,3,127.233139,4,0
6530,2,6920.999642,0,1,1,1,2,67534.0,1,2,87.0,2.0,55.0,2.0,5.0,2,0,4,2,104.90566100000001,4,1
6531,0,2349.957291,0,0,3,2,2,0.0,0,1,70.0,21.0,5.0,0.0,1.0,1,9,2,3,716.6727599999999,4,3
6532,0,4027.703503,0,0,4,1,2,27782.0,0,2,103.0,20.0,54.0,0.0,1.0,2,2,3,2,517.1008870000001,3,1
6533,4,8481.310791,0,0,4,1,2,67197.0,2,3,74.0,29.0,18.0,3.0,2.0,2,2,4,0,275.608537,5,0
6534,0,5191.446028,0,0,4,1,2,86451.0,1,1,65.0,0.0,99.0,0.0,3.0,2,2,4,0,7.7930779999999995,5,0
6535,2,3572.49065,0,1,3,1,2,56768.0,0,3,92.0,11.0,57.0,0.0,1.0,2,2,4,2,441.6,5,1
6536,3,4869.240839,0,0,4,1,1,55593.0,1,2,61.0,13.0,52.0,0.0,3.0,2,0,3,3,9.050203999999999,4,0
6537,2,10395.70939,0,1,3,2,1,0.0,2,2,95.0,22.0,59.0,0.0,2.0,2,2,3,2,337.79769,4,0
6538,0,5297.9189240000005,0,0,3,1,1,66203.0,1,2,66.0,15.0,38.0,0.0,8.0,2,2,3,3,130.69726799999998,4,0
6539,3,8750.710415000001,0,2,4,1,1,25806.0,0,2,110.0,20.0,43.0,0.0,5.0,2,2,2,3,528.0,4,0
6540,1,14941.90379,0,0,3,4,1,22978.0,0,2,190.0,8.0,53.0,0.0,4.0,2,2,4,0,912.0,6,0
6541,0,6503.397049,1,1,4,4,1,22081.0,0,2,84.0,1.0,9.0,0.0,6.0,1,6,4,2,451.670309,5,1
6542,2,10110.96161,0,1,0,1,1,96506.0,2,2,124.0,4.0,22.0,0.0,3.0,3,8,1,2,504.513989,3,0
6543,0,6459.640843,0,1,4,1,2,23235.0,0,2,82.0,32.0,46.0,0.0,3.0,2,2,3,3,483.48203099999995,4,3
6544,2,2769.252177,0,0,3,1,2,40506.0,1,2,70.0,14.0,98.0,0.0,1.0,2,0,3,3,113.72470700000001,4,0
6545,1,6778.84457,0,1,4,2,2,0.0,0,1,96.0,2.0,84.0,0.0,9.0,2,2,3,2,460.8,4,1
6546,0,4492.518464,0,0,3,2,2,0.0,0,1,65.0,8.0,81.0,0.0,3.0,2,4,4,0,312.0,5,0
6547,1,5733.213979,0,0,4,1,1,79955.0,1,2,71.0,10.0,5.0,0.0,6.0,2,2,4,2,142.932303,4,3
6548,2,3230.576665,1,1,0,1,2,62873.0,2,3,81.0,0.0,41.0,0.0,1.0,3,7,3,3,207.75186000000002,4,0
6549,1,6314.4920090000005,0,1,2,1,1,66947.0,0,2,78.0,13.0,12.0,0.0,6.0,2,0,1,2,374.4,4,1
6550,3,6013.73829,0,1,0,5,2,25646.0,2,2,83.0,14.0,92.0,1.0,3.0,2,4,2,3,377.917394,4,0
6551,2,2180.084066,0,0,0,2,1,0.0,0,1,64.0,14.0,96.0,0.0,1.0,2,4,3,2,460.8,4,0
6552,3,20096.893369999998,1,0,4,1,1,92766.0,0,2,71.0,17.0,15.0,0.0,2.0,2,4,3,2,379.029102,5,3
6553,0,5568.947534,1,1,4,2,2,0.0,0,1,79.0,21.0,53.0,1.0,7.0,2,4,4,2,407.44023799999997,5,0
6554,2,51426.24815,0,0,0,1,1,84650.0,2,2,185.0,13.0,39.0,3.0,2.0,2,4,4,2,660.474274,6,0
6555,4,8079.833042,0,0,4,4,1,13050.0,0,2,102.0,1.0,77.0,0.0,6.0,2,0,4,2,734.4,3,0
6556,2,2674.730716,1,0,0,1,2,56342.0,0,1,69.0,12.0,89.0,0.0,1.0,2,4,3,3,331.2,4,1
6557,0,12421.86213,0,0,3,1,2,58781.0,2,3,106.0,31.0,37.0,0.0,2.0,2,4,4,2,502.46107,3,1
6558,1,2311.118403,0,0,4,2,2,0.0,0,1,68.0,0.0,45.0,0.0,1.0,2,4,3,4,489.6,4,0
6559,2,10255.80275,0,0,3,2,2,0.0,0,1,102.0,17.0,77.0,0.0,2.0,2,2,4,2,734.4,2,0
6560,1,22103.5072,1,0,0,2,2,0.0,0,2,102.0,35.0,48.0,0.0,2.0,2,2,4,0,489.6,3,0
6561,3,2962.982516,0,0,0,1,1,71809.0,1,3,74.0,14.0,3.0,0.0,1.0,3,8,1,2,78.248458,4,0
6562,2,5764.862314999999,0,0,3,1,2,40238.0,0,2,73.0,17.0,88.0,1.0,9.0,2,2,4,0,350.4,4,0
6563,1,4700.421406,0,0,3,2,2,0.0,0,1,70.0,2.0,33.0,0.0,9.0,2,2,4,3,504.0,4,0
6564,4,4669.22664,1,2,4,1,1,76157.0,0,2,116.0,15.0,80.0,0.0,1.0,2,0,3,3,556.8,5,1
6565,4,5384.015304,0,0,0,1,1,30514.0,1,1,72.0,3.0,87.0,2.0,6.0,2,2,4,4,154.04961699999998,4,0
6566,1,7505.7681489999995,0,0,3,1,1,44485.0,1,2,62.0,5.0,74.0,0.0,2.0,1,9,4,2,79.89385300000001,4,0
6567,2,10551.1476,0,0,4,1,2,50941.0,0,1,69.0,17.0,46.0,0.0,2.0,2,4,2,2,331.2,4,1
6568,2,25900.19716,0,0,0,1,2,53105.0,2,2,110.0,6.0,65.0,0.0,2.0,3,7,1,2,365.361427,3,0
6569,1,51016.067039999994,0,2,2,1,1,25167.0,2,2,140.0,3.0,76.0,0.0,2.0,2,2,3,2,422.494292,3,1
6570,3,3575.04124,0,1,0,1,2,30244.0,2,2,92.0,11.0,72.0,0.0,1.0,2,4,2,3,383.110633,4,0
